County Code	AgencyName	AgencyRef	Addr1	Addr2	City	State	Zip	Phone	Contact	Group	Pantry Size	OpenSunAM	OpenSunPM	SunFrom	SunTo	OpenMonAM	OpenMonPM	MonFrom	MonTo	OpenTueAM	OpenTuePM	TueFrom	TueTo	OpenWedAM	OpenWedPM	WedFrom	WedTo	OpenThrAM	OpenThrPM	ThrFrom	ThrTo	OpenFriAM	OpenFriPM	FriFrom	FriTo	OpenSatAM	OpenSatPM	SatFrom	SatTo	HoursComments	Pounds 2015
ALBANY 	Homeless Action Committee SRO	1173R	393 N. Pearl St.		Albany	NY	12207	(518)462-5836	Megan Rabbit	RESIDENTIAL PROGRAM	2,000-2,499 meals per month	FALSE	FALSE			FALSE	FALSE			FALSE	FALSE			FALSE	FALSE			FALSE	FALSE			FALSE	FALSE			FALSE	FALSE				10,245.00
ALBANY 	Wildwood - Delmar	1193R	12 Gay St.		Delmar	NY	12054	(518)475-1110	Lisa Hazzard	RESIDENTIAL PROGRAM	500-999 meals/month	FALSE	FALSE			FALSE	FALSE			FALSE	FALSE			FALSE	FALSE			FALSE	FALSE			FALSE	FALSE			FALSE	FALSE				91.00
ALBANY 	Wildwood - Latham Apartments	1195R	359 Troy-Schenectady Rd		Latham	NY	12110	(518)785-6917	Rosemary Lucier	RESIDENTIAL PROGRAM	1,000-1,499 meals/month	FALSE	FALSE			FALSE	FALSE			FALSE	FALSE			FALSE	FALSE			FALSE	FALSE			FALSE	FALSE			FALSE	FALSE				3,583.00
ALBANY 	Equinox Thanksgiving Dinner	1204C	First Presbyterian Church		Albany	NY	12210	(518)434-6135	Christina Rajotte	SEASONAL 	8,500-9,999 meals/month	FALSE	FALSE			FALSE	FALSE			FALSE	FALSE			FALSE	FALSE			FALSE	FALSE			FALSE	FALSE			FALSE	FALSE				496.00
ALBANY 	Christ our Light Catholic Church FP	1208F	26 Wilson Ave.		Albany	NY	12205	(518)459-6635	Harry Nopper	FOOD PANTRY	1,000-1,499 meals/month	FALSE	FALSE			FALSE	FALSE			FALSE	FALSE			FALSE	FALSE			FALSE	FALSE			FALSE	FALSE			TRUE	TRUE	9:30 am	11:30 am	3rd Saturday of each Month	10,778.00
ALBANY 	Friendship Table                           	1213S	33 Walter Street		Albany	NY	12204	(518)434-0680	Sr. Peg Sullivan	SOUP KITCHEN	1-499 meals/month	FALSE	FALSE			FALSE	FALSE			FALSE	FALSE			TRUE	TRUE	111:30	!2:30	FALSE	FALSE			FALSE	FALSE			FALSE	FALSE				1,961.00
ALBANY 	Blessed Sacrament Food Pantry	1224F	607 Central Avenue		Albany	NY	12206	(518)482-3375	Sister Judith Kapp	FOOD PANTRY	6,500-8,499 meals/month	FALSE	FALSE			TRUE	FALSE	10 am	11:15 am	FALSE	FALSE			FALSE	FALSE			TRUE	FALSE	10 am	11:15 am	FALSE	FALSE			FALSE	FALSE				69,167.00
ALBANY 	Capital City Rescue Mission	124ES	259 South Pearl Street		Albany	NY	12202	(518)462-0459	Perry Jones	EMERGENCY SHELTER	10,000-19,999 meals/month	FALSE	FALSE			FALSE	FALSE			FALSE	FALSE			FALSE	FALSE			FALSE	FALSE			FALSE	FALSE			FALSE	FALSE				4,143.00
ALBANY 	LRI - Terry Court 	1270R	3A Terry Court		Albany	NY	12205	(518)452-8151	Heather Seahorn	RESIDENTIAL PROGRAM	500-999 meals/month	TRUE	TRUE	8 am	4 pm	TRUE	TRUE	8 am	4 pm	TRUE	TRUE	8 am	4 pm	TRUE	TRUE	8 am	4 pm	TRUE	TRUE	8 am	4 pm	TRUE	TRUE	8 am	4 pm	TRUE	TRUE	8 am	4 pm		2,285.00
ALBANY 	St. James Food Pantry	1289F	Albany Med. Kids Child Care	50 Summit Ave.	Albany	NY	12209	(518)427-6433	Linda Cruz	FOOD PANTRY	3,500-4,999 meals/month	FALSE	FALSE			FALSE	FALSE			TRUE	TRUE	11:00am	2:00pm	FALSE	FALSE			FALSE	TRUE	1:00	4:00	FALSE	FALSE			FALSE	FALSE				105,259.00
ALBANY 	Cathedral Social Service	128FP	93 Park Ave. 		Albany	NY	12202	(518)463-2279	Sister Margaret Mary	FOOD PANTRY	3,500-4,999 meals/month	FALSE	FALSE			TRUE	TRUE	10 am	12 pm	TRUE	TRUE	10 am	12 pm	TRUE	TRUE	10 am	12 pm	TRUE	TRUE	10 am	12 pm	TRUE	TRUE	10 am	12 pm	FALSE	FALSE				2,895.00
ALBANY 	Catholic Charities - Jules Drive	1301R	26 Jules Drive		Albany	NY	12205	(518)459-4068	Kim Alberti	RESIDENTIAL PROGRAM	500-999 meals/month	FALSE	FALSE			FALSE	FALSE			FALSE	FALSE			FALSE	FALSE			FALSE	FALSE			FALSE	FALSE			FALSE	FALSE				1,243.00
ALBANY 	Catholic Charities - Wellington	1308R	103 Wellington Ave.		Albany	NY	12203	(518)438-4768	Kim Alberti	RESIDENTIAL PROGRAM	500-999 meals/month	FALSE	FALSE			FALSE	FALSE			FALSE	FALSE			FALSE	FALSE			FALSE	FALSE			FALSE	FALSE			FALSE	FALSE				3,218.00
ALBANY 	Sweet Pilgrim Baptist SK	1320S	2-4 Ten Broeck St.		Albany	NY	12210	(518)463-7811	Mary Ann Arnesen	SOUP KITCHEN	1-499 meals/month	FALSE	FALSE			FALSE	FALSE			FALSE	FALSE			FALSE	FALSE			FALSE	FALSE			FALSE	FALSE			TRUE	TRUE	11 am	1 pm		47,928.00
ALBANY 	St. Clare's Food Pantry	1321F	1947 Central Ave.		Albany	NY	12205	(518)456-3112	Don Kintner/Jim Beninati	FOOD PANTRY	2,500-3,499 meals/month	FALSE	FALSE			FALSE	FALSE			FALSE	FALSE			FALSE	FALSE			TRUE	TRUE	10 am	12 pm	FALSE	FALSE			FALSE	FALSE			2nd and 4th Thursday of each Month. Emergency food Monday through Friday 9 am -12 pm 	6,293.00
ALBANY 	The Help Center	133FP	31 Vly Road		Albany	NY	12205	(518)456-3022	Mac McDonnell	FOOD PANTRY	1,000-1,499 meals/month	FALSE	FALSE			FALSE	FALSE			FALSE	FALSE			FALSE	FALSE			FALSE	TRUE	6:00 pm	7:00 pm	FALSE	FALSE			FALSE	FALSE				20,933.00
ALBANY 	Wildwood - Marshall St.	1342R	51 Marshall St.		Albany	NY	12209	(518)462-1361	Traci Bryda	RESIDENTIAL PROGRAM	1-499 meals/month	FALSE	FALSE			FALSE	FALSE			FALSE	FALSE			FALSE	FALSE			FALSE	FALSE			FALSE	FALSE			FALSE	FALSE				10,318.00
ALBANY 	Hope House - Women & Children	1355R	890 Madison Avenue		Albany	NY	12203	(518)453-8351	Frank Torncello	RESIDENTIAL PROGRAM	2,500-3,499 meals/month	FALSE	FALSE			FALSE	FALSE			FALSE	FALSE			FALSE	FALSE			FALSE	FALSE			FALSE	FALSE			FALSE	FALSE				8,418.00
ALBANY 	Victory Christian Church	1356S	Kids Meal Program	63  Quail Street	Albany	NY	12206	(518)465-6712	Tammy Muller 	SOUP KITCHEN	1,000-1,499 meals/month	FALSE	TRUE	3 pm	5 pm	FALSE	TRUE	4 pm	6 pm	FALSE	TRUE	4 pm	6 pm	FALSE	TRUE	4 pm	6 pm	FALSE	TRUE	4 pm	6 pm	FALSE	FALSE			FALSE	FALSE			And whenever kids have days off from school.	1,730.00
ALBANY 	LRI - Longmeadow Dr.	1358R	30 Longmeadow Dr.		Delmar	NY	12054	(518)475-7565	Jenny Wiegert	RESIDENTIAL PROGRAM	1-499 meals/month	FALSE	FALSE			FALSE	FALSE			FALSE	FALSE			FALSE	FALSE			FALSE	FALSE			FALSE	FALSE			FALSE	FALSE				1,606.00
ALBANY 	Samaritan Shelters - Carmela 	1361R	121 Waldenmaier Rd.		Feura Bush	NY	12067	(518)439-7327	Charlene Costa	RESIDENTIAL PROGRAM	500-999 meals/month	FALSE	FALSE			FALSE	FALSE			FALSE	FALSE			FALSE	FALSE			FALSE	FALSE			FALSE	FALSE			FALSE	FALSE				1,054.00
ALBANY 	Parsons - Mariam House	1372R	64 Academy Rd		Albany	NY	12208	(518)426-2882	Christina Besemer	RESIDENTIAL PROGRAM	500-999 meals/month	TRUE	TRUE	7:30 am	3 pm	TRUE	TRUE	7:30 am	3 pm	TRUE	TRUE	7:30 am	3 pm	TRUE	TRUE	7:30 am	3 pm	TRUE	TRUE	7:30 am	3 pm	TRUE	TRUE	7:30 am	3 pm	TRUE	TRUE	7:30 am	3 pm		166,094.00
ALBANY 	Altamont/Mother Theresa House	1374R	74 Second Avenue		Albany	NY	12202	(518)588-7604	Sister Phyllis Herbert 432-9001	RESIDENTIAL PROGRAM	1,000-1,499 meals/month	FALSE	FALSE			FALSE	FALSE			FALSE	FALSE			FALSE	FALSE			FALSE	FALSE			FALSE	FALSE			FALSE	FALSE				0.00
ALBANY 	Cohoes Child Development Ctr.	137DP	22-40 Remsen Street		Cohoes	NY	12047	(518)237-7523	Kathy Menn	DAY PROGRAM	2,000-2,499 meals per month	FALSE	FALSE			TRUE	TRUE	6:30 am	5:30 pm	TRUE	TRUE	6:30 am	5:30 pm	TRUE	TRUE	6:30 am	5:30 pm	TRUE	TRUE	6:30 am	5:30 pm	TRUE	TRUE	6:30 am	5:30 pm	FALSE	FALSE				63,252.00
ALBANY 	Parsons - Delaware Ave	1388R	217 Delaware Avenue		Albany	NY	12209	(518)434-0562	Emily Mehigan	RESIDENTIAL PROGRAM	500-999 meals/month	TRUE	TRUE	8:30 am	4:30 pm	TRUE	TRUE	8:30 am	4:30 pm	TRUE	TRUE	8:30 am	4:30 pm	TRUE	TRUE	8:30 am	4:30 pm	TRUE	TRUE	8:30 am	4:30 pm	TRUE	TRUE	8:30 am	4:30 pm	TRUE	TRUE	8:30 am	4:30 pm		17,515.00
ALBANY 	Cohoes CAP Pantry (ACAP)	138FP	20 White Street		Cohoes	NY	12047	(518)237-9202	Jessica DeJesus	FOOD PANTRY	2,000-2,499 meals per month	FALSE	FALSE			TRUE	TRUE	9-12	1-4:30	FALSE	FALSE			TRUE	TRUE	9-12	1-4:30	FALSE	FALSE			TRUE	TRUE	9-12	1-4:30	FALSE	FALSE				0.00
ALBANY 	LRI - Mill Rd.	1394R	75 Mill Rd		Latham	NY	12110	(518)690-0060	Tammy Bell 	RESIDENTIAL PROGRAM	1-499 meals/month	FALSE	FALSE			FALSE	FALSE			FALSE	FALSE			FALSE	FALSE			FALSE	FALSE			FALSE	FALSE			FALSE	FALSE				1,957.00
ALBANY 	CACC Emerg. Overflow Shelter	1414ES	646 State Street		Albany	NY	12203	(518)426-1227	Deb Riitano	EMERGENCY SHELTER	1-499 meals/month	FALSE	FALSE			FALSE	FALSE			FALSE	FALSE			FALSE	FALSE			FALSE	FALSE			FALSE	FALSE			FALSE	FALSE			7PM-7-AM November through April	1,911.00
ALBANY 	Mater Christi Food Pantry	1421FP	3 West Erie		Albany	NY	12208	(518)489-3204	Anne Berroyer	FOOD PANTRY	2,000-2,499 meals per month	FALSE	FALSE			TRUE	TRUE	9 am	1 pm	FALSE	FALSE			FALSE	FALSE			FALSE	FALSE			FALSE	FALSE			FALSE	FALSE			"1st and 3rd Monday of each Month 

"	51,691.00
ALBANY 	Alpha Pregnancy - Albany	1425DP	518 Clinton Ave.		Albany	NY	12206	(518)462-2188	Kathy Rosecrans	DAY PROGRAM	1-499 meals/month	FALSE	FALSE			TRUE	TRUE	9:30 am	3:30 pm	TRUE	TRUE	9:30 am	3:30 pm	TRUE	TRUE	9:30 am	3:30 pm	TRUE	TRUE	9:30 am - 3:30 pm	6:30 - 8:30 pm	TRUE	TRUE	9:30 am	3:30 pm	FALSE	FALSE				14,005.00
ALBANY 	Altamont Program - Albany Residential Stabilization Program	1426R	45 S. Ferry St.		Albany	NY	12202	(518)432-4786	Michael Westbrook	RESIDENTIAL PROGRAM	2,000-2,499 meals per month	FALSE	FALSE			FALSE	FALSE			FALSE	FALSE			FALSE	FALSE			FALSE	FALSE			FALSE	FALSE			FALSE	FALSE				25,055.00
ALBANY 	TASC of the Capital District	1429R	87 Columbia St.		Albany	NY	12210	(518)465-1455	Mose Thomas	RESIDENTIAL PROGRAM	1,000-1,499 meals/month	FALSE	FALSE			FALSE	FALSE			FALSE	FALSE			FALSE	FALSE			FALSE	FALSE			FALSE	FALSE			FALSE	FALSE				9,439.00
ALBANY 	LRI - Marion Ave.	1431R	233 Marion Ave.		Albany	NY	12208	(518)453-2543	Corie Weaver	RESIDENTIAL PROGRAM	1-499 meals/month	FALSE	FALSE			FALSE	FALSE			FALSE	FALSE			FALSE	FALSE			FALSE	FALSE			FALSE	FALSE			FALSE	FALSE				817.00
ALBANY 	820 River St. - St. Joseph's Terrace	1440R	9-10 St. Joseph Terrace		Albany	NY	12210	(518)427-1730	Reggie Rogers	RESIDENTIAL PROGRAM	1,000-1,499 meals/month	FALSE	FALSE			FALSE	FALSE			FALSE	FALSE			FALSE	FALSE			FALSE	FALSE			FALSE	FALSE			FALSE	FALSE			24/7	0.00
ALBANY 	LRI - Dowling Rd.	1442R	22 Dowling Rd.		Albany	NY	12205	(518)489-8990	Wanda Ruiz	RESIDENTIAL PROGRAM	500-999 meals/month	FALSE	FALSE			FALSE	FALSE			FALSE	FALSE			FALSE	FALSE			FALSE	FALSE			FALSE	FALSE			FALSE	FALSE			24/7	9,686.00
ALBANY 	Equinox - P.R.O.S.	1446D	500 Central Ave.		Albany	NY	12206	(518)435-9931	Frederick Jones	DAY PROGRAM	500-999 meals/month	FALSE	FALSE			TRUE	TRUE	8 am	5 pm	TRUE	TRUE	8 am	5 pm	TRUE	TRUE	8 am	5 pm	TRUE	TRUE	8 am	5 pm	TRUE	TRUE	8 am	5 pm	FALSE	FALSE				5,778.00
ALBANY 	LRI - Pine Knob Dr.	1447R	26 Pine Knob Dr.		Albany	NY	12203	(518)452-0075	Carol Gore	RESIDENTIAL PROGRAM	1-499 meals/month	FALSE	FALSE			FALSE	FALSE			FALSE	FALSE			FALSE	FALSE			FALSE	FALSE			FALSE	FALSE			FALSE	FALSE			24/7	5,066.00
ALBANY 	Richard J. Conners Veterans Home	1448R	29 Walter St.		Albany	NY	12204	(518)935-1036	Lou Chester	RESIDENTIAL PROGRAM	1,000-1,499 meals/month	FALSE	FALSE			FALSE	FALSE			FALSE	FALSE			FALSE	FALSE			FALSE	FALSE			FALSE	FALSE			FALSE	FALSE			24/7	10,427.00
ALBANY 	Mohawk-Hudson Humane Society	1449P	3 Oakland Ave.		Menands	NY	12204	(518)434-8128	Dotty Norvik	PET FOOD	1-499 meals/month	FALSE	FALSE			TRUE	TRUE	10 am	4:30 pm	TRUE	TRUE	10 am	4:30 pm	TRUE	TRUE	10 am	4:30 pm	TRUE	TRUE	10 am	4:30 pm	TRUE	TRUE	10 am	4:30 pm	TRUE	TRUE	10 am	4:30 pm		8,587.00
ALBANY 	Hope House Bette Center	144RP	261 N. Pearl St.		Albany	NY	12207	(518)465-2441	Frank Torncello	RESIDENTIAL PROGRAM	2,500-3,499 meals/month	FALSE	FALSE			FALSE	FALSE			FALSE	FALSE			FALSE	FALSE			FALSE	FALSE			FALSE	FALSE			FALSE	FALSE				212.00
ALBANY 	In Our Own Voices	1454D	245 Lark St.		Albany	NY	12210	(518)432-4188	Brenda Erazo	DAY PROGRAM	1-499 meals/month	FALSE	FALSE			TRUE	TRUE	9 am	5 pm	TRUE	TRUE	9 am	5 pm	TRUE	TRUE	9 am	5 pm	TRUE	TRUE	9 am	5 pm	TRUE	TRUE	9 am	5 pm	FALSE	FALSE				5,095.00
ALBANY 	Sheridan Hollow Drop-In Center	1460S	Interfaith Partnership Shelter	26 S. Swan St.	Albany	NY	12210	(518)694-8899	Louise Lumpkin	SOUP KITCHEN	1,000-1,499 meals/month	FALSE	FALSE			TRUE	TRUE	9:30 am	4:30 pm	TRUE	TRUE	9:30 am	4:30 pm	TRUE	TRUE	9:30 am	4:30 pm	TRUE	TRUE	9:30 am	4:30 pm	TRUE	TRUE	9:30 am	4:30 pm	FALSE	FALSE			Meals are served between 3-4 pm.	7,559.00
ALBANY 	Mt. Moriah Food Pantry	1463F	262 Rt. 9W		Glenmont	NY	12077	(518)426-4510	Raymond Peasley	FOOD PANTRY	1-499 meals/month	FALSE	FALSE			FALSE	FALSE			FALSE	FALSE			FALSE	FALSE			FALSE	FALSE			FALSE	FALSE			FALSE	FALSE			"Thursday 5:00pm-8:00pm, Sunday 1:00-3:00
Can also call for appointment; office is open M-F 9:00-4:00
"	2,006.00
ALBANY 	Mt. Moriah Soup Kitchen	1464S	262 Rt. 9W		Glenmont	NY	12077	(518)426-4510	Raymond Peasley	SOUP KITCHEN	1-499 meals/month	FALSE	FALSE			FALSE	FALSE			FALSE	FALSE			FALSE	FALSE			FALSE	FALSE			FALSE	TRUE	5:30 pm	8 pm	FALSE	FALSE			Last Friday of each Month	1,440.00
ALBANY 	LRI - Woods Edge Court	1466R	198 Woods Edge Court		Voorheesville	NY	12186	(518)765-2257	Yolanda Harris	RESIDENTIAL PROGRAM	1-499 meals/month	FALSE	FALSE			FALSE	FALSE			FALSE	FALSE			FALSE	FALSE			FALSE	FALSE			FALSE	FALSE			FALSE	FALSE			24/7	5,434.00
ALBANY 	TASC for Women	1490R	98 Columbia St		Albany	NY	12210	(518)465-1455	Angela Staley	RESIDENTIAL PROGRAM	500-999 meals/month	FALSE	FALSE			FALSE	FALSE			FALSE	FALSE			FALSE	FALSE			FALSE	FALSE			FALSE	FALSE			FALSE	FALSE				4,200.00
ALBANY 	Refugee and Immigrant Support Services, Inc.	1498A	715 Morris St		Albany	NY	12208	(518)482-0486	Nisreen Hassan	DAY PROGRAM	2,000-2,499 meals per month	FALSE	FALSE			FALSE	TRUE	2:45 pm	6 pm	FALSE	TRUE	2:45 pm	6 pm	FALSE	TRUE	2:45 pm	6 pm	FALSE	TRUE	2:45 pm	6 pm	FALSE	TRUE	2:45 pm	6 pm	FALSE	FALSE				54,120.00
ALBANY 	Catholic Charities Care Coordination-Personal Care Closet	1499H	100 Slingerland St		Albany	NY	12202	(518)449-3581	Susan Caponera	CLOSED PANTRY	1-499 meals/month	FALSE	FALSE			TRUE	TRUE	8:30 am	4:30 pm	TRUE	TRUE	8:30 am	4:30 pm	TRUE	TRUE	8:30 am	4:30 pm	TRUE	TRUE	8:30 am	4:30 pm	TRUE	TRUE	8:30 am	4:30 pm	FALSE	FALSE				3,953.00
ALBANY 	LRI - Orchard St	1505R	61 Orchard St		Delmar	NY	12054	(518)439-1427	Scharry Ford	RESIDENTIAL PROGRAM	1-499 meals/month	FALSE	FALSE			FALSE	FALSE			FALSE	FALSE			FALSE	FALSE			FALSE	FALSE			FALSE	FALSE			FALSE	FALSE				4,306.00
ALBANY 	Altamont Program - Schuyler Inn	1528E	575 Broadway		Menands	NY	12204	(518)463-1121	Ronnie Morton	EMERGENCY SHELTER	5,000-6,499 meals/month	FALSE	FALSE			FALSE	FALSE			FALSE	FALSE			FALSE	FALSE			FALSE	FALSE			FALSE	FALSE			FALSE	FALSE				4,885.00
ALBANY 	Trinity United Methodist Church FP	1529F	1313 SR 143		Coeymans Hollow	NY	12046	(518)756-8059	Melanie Collins	FOOD PANTRY	1-499 meals/month	FALSE	FALSE			FALSE	FALSE			FALSE	FALSE			FALSE	FALSE			FALSE	FALSE			FALSE	FALSE			TRUE	FALSE	10:00 am	11:00 am	The last Saturday of each Month 	23,527.00
ALBANY 	Whiskers, Inc	1550P	505 Central Ave		Albany	NY	12203	(518)489-4277	Tedd Johnson	PET FOOD	1-499 meals/month	FALSE	FALSE			FALSE	FALSE			FALSE	FALSE			FALSE	FALSE			FALSE	FALSE			FALSE	FALSE			FALSE	FALSE				35,759.00
ALBANY 	Early Childhood Education Center	1556D	251 Washington Ave. Ext.		Albany	NY	12205	(518)456-4466	Marsha N. Williams	DAY PROGRAM	1-499 meals/month	FALSE	FALSE			TRUE	TRUE	8:45	1:15	TRUE	TRUE	8:45	1:15	TRUE	TRUE	8:45	1:15	TRUE	TRUE	8:45	1:15	TRUE	TRUE	8:45	1:15	TRUE	TRUE	8:45	1:15	Office hours are from 8am-3:30pm M-F	29,891.00
ALBANY 	Wilborn Temple Food Pantry	1563F	121 Jay Street		Albany	NY	12210	(518)465-7561	Elder Solomon Dees	FOOD PANTRY	1-499 meals/month	FALSE	FALSE			FALSE	FALSE			FALSE	TRUE	1:30 pm	3:00 pm	FALSE	FALSE			FALSE	TRUE	1:30 pm	3:00 pm	FALSE	FALSE			FALSE	FALSE				16,387.00
ALBANY 	My Fathers House Produce Program	1565A	529 Fifth Ave		Watervliet	NY	12189	(518)783-5834	Pastor Roland Dube	DAY PROGRAM	1-499 meals/month	FALSE	FALSE			FALSE	FALSE			FALSE	FALSE			FALSE	TRUE	1	2	FALSE	FALSE			FALSE	FALSE			FALSE	FALSE			Produce distribution Wed 1:00-2:00	74,252.00
ALBANY 	St. Ambrose Food Pantry	1582F	St. Ambrose Church	347 Old Loudon Road	Latham	NY	12110	(518)785-1351	Pauline Kubizne	FOOD PANTRY	3,500-4,999 meals/month	FALSE	FALSE			TRUE	TRUE	9:00	5:00	TRUE	TRUE	9:00	5:00	TRUE	TRUE	9:00	5:00	TRUE	TRUE	9:00	5:00	FALSE	FALSE			FALSE	FALSE			By appointment - call 1st	30,711.00
ALBANY 	Venture Churches Food Pantry	1584F	1st Reformed Chuch of Bethlehem	38 Church Rd.	Selkirk	NY	12158	(518)767-2243	Carol Broderick	FOOD PANTRY	2,000-2,499 meals per month	FALSE	FALSE			FALSE	FALSE			TRUE	TRUE	9:30 - 11:30	5:00 - 7:00	FALSE	FALSE			FALSE	FALSE			FALSE	FALSE			FALSE	FALSE			"Tuesday 9:30am-11:30am, 5:00pm-7:00pm
Also by appointment"	3,174.00
ALBANY 	Bethlehem Food Pantry	1587F	445 Delaware Ave		Delmar	NY	12054	(518)439-4955	Alice Parker	FOOD PANTRY	1,000-1,499 meals/month	FALSE	FALSE			TRUE	TRUE	8:30	4:30	TRUE	TRUE	8:30	4:30	TRUE	TRUE	8:30	4:30	TRUE	TRUE	8:30	4:30	TRUE	TRUE	8:30	4:30	FALSE	FALSE				9,897.00
ALBANY 	Life for the Nations Church Food Pantry 	1589F	477 Krumkill Rd		Albany	NY	12203	(518)438-3841	Debra Bongiorno	FOOD PANTRY	1-499 meals/month	FALSE	FALSE			TRUE	TRUE	9	3:30	TRUE	TRUE	9	3:30	TRUE	TRUE	9	3:30	TRUE	TRUE	9	3:30	TRUE	TRUE	9	3:30	TRUE	TRUE			Call First, Saturdays, By Apt	1,699.00
ALBANY 	Mary's Soup Kitchen	1590S	Immaculate Heart of Mary	2425 - 7th Avenue	Watervliet	NY	12189	(518)273-6020	Sharon Kowalski	SOUP KITCHEN	1-499 meals/month	FALSE	FALSE			FALSE	TRUE	3:30	5:30	FALSE	FALSE			FALSE	FALSE			FALSE	FALSE			FALSE	FALSE			FALSE	FALSE				18,624.00
ALBANY 	BP Arbor Hill	1597B	141 Western Ave		Albany 	NY	12203	(518)462-2113	Tricia Brady	BACK PACK	1-499 meals/month	FALSE	FALSE			FALSE	FALSE			FALSE	FALSE			FALSE	FALSE			FALSE	FALSE			FALSE	FALSE			FALSE	FALSE				11,197.00
ALBANY 	BP Brighter Choice- Boys	1598B	116 North Lake Ave		Albany	NY	12206	(518)694-8200	Susan Morales	BACK PACK	1-499 meals/month	FALSE	FALSE			FALSE	FALSE			FALSE	FALSE			FALSE	FALSE			FALSE	FALSE			FALSE	FALSE			FALSE	FALSE				10,184.00
